variant,seed,task_id,acc,context_entropy,context_margin,context_top1_acc,context_brier,context_ece,latent_frechet_margin,prototype_weight,class2_margin_vs4,class5_margin_vs4,class2_logit_rank,class5_logit_rank,route_dominance,effective_hosts
full_rescue,0,9,0.415,0.08943227678537369,0.9626270532608032,1.0,0.0015528076328337193,0.019735921174287796,110.8945083618164,0.9499999284744263,,,,,0.19192250072956085,8.80388069152832
full_rescue,4,0,0.053,0.4783989489078522,0.6852636933326721,0.0,1.5611062049865723,0.8282384872436523,20.7552433013916,0.9499999284744263,-0.12622767686843872,,37.505001068115234,,0.18254554271697998,8.946609497070312
full_rescue,4,1,0.061,0.1350313276052475,0.9384982585906982,0.0,1.9164174795150757,0.9682433605194092,45.27042007446289,0.9499999284744263,,2.8053905963897705,,22.392499923706055,0.1853945106267929,8.940722465515137
full_rescue,4,2,0.3115,0.165253147482872,0.9099879264831543,0.871999979019165,0.2016158401966095,0.13777676224708557,13.591696739196777,0.9499999284744263,,,,,0.2546730041503906,7.7173027992248535
full_rescue,4,3,0.1125,0.3579035997390747,0.7644525170326233,0.5759999752044678,0.508274495601654,0.35425788164138794,7.471712112426758,0.9499999284744263,,,,,0.21417568624019623,8.129599571228027
full_rescue,4,4,0.324,0.14103926718235016,0.9365279674530029,1.0,0.002989990171045065,0.0330379381775856,20.068086624145508,0.9499999284744263,,,,,0.18652233481407166,8.459288597106934
full_rescue,4,5,0.3655,0.10780392587184906,0.9514894485473633,1.0,0.0022674244828522205,0.025134652853012085,48.23188018798828,0.9499999284744263,,,,,0.18290658295154572,8.723587989807129
full_rescue,4,6,0.6195,0.0817718505859375,0.9660975337028503,1.0,0.0015185392694547772,0.018148425966501236,81.92497253417969,0.9499999284744263,,,,,0.18462876975536346,9.289180755615234
full_rescue,4,7,0.607,0.0629759132862091,0.9742778539657593,1.0,0.0011430266313254833,0.013882767409086227,104.62419891357422,0.9499999284744263,,,,,0.20587800443172455,7.975887298583984
full_rescue,4,8,0.4295,0.11160742491483688,0.9521886706352234,1.0,0.002205874305218458,0.025345131754875183,42.62850570678711,0.9499999284744263,,,,,0.16038694977760315,9.051777839660645
full_rescue,4,9,0.418,0.080440454185009,0.9647870659828186,1.0,0.0015691316220909357,0.018341969698667526,100.57424926757812,0.9499999284744263,,,,,0.2081862837076187,9.099936485290527
